a2_1,a2v_1,a2_2,a2v_2
5.07546,0.62132,5.07913,0.622744
5.10726,0.635951,5.111,0.637395
5.13978,0.650467,5.14359,0.651915
5.17301,0.664613,5.17689,0.666041
5.20692,0.678074,5.21087,0.679455
5.24144,0.690481,5.24546,0.691781
5.27651,0.701424,5.28059,0.702607
5.31204,0.710481,5.31616,0.71151
5.3479,0.717256,5.35207,0.718096
5.38397,0.721424,5.38817,0.722048
5.42011,0.722778,5.42433,0.723169
5.45617,0.721263,5.4604,0.721417
5.49202,0.716987,5.49624,0.716912
5.52753,0.710206,5.53174,0.709924
5.5626,0.701289,5.56678,0.700829
5.59713,0.690671,5.60128,0.690068
5.63107,0.678803,5.63519,0.678092
5.66438,0.666113,5.66846,0.665327
5.69702,0.65298,5.70106,0.652147
5.72901,0.639718,5.73301,0.638863
5.76034,0.626577,5.76429,0.62572
5.79103,0.613746,5.79494,0.6129
5.82109,0.601359,5.82496,0.600535
5.85057,0.589507,5.8544,0.588714
5.87948,0.578247,5.88327,0.577489
5.90786,0.567609,5.91162,0.566889
5.93574,0.557604,5.93947,0.556924
5.96315,0.548229,5.96685,0.547589
5.99013,0.539469,5.99379,0.538869
6.01669,0.531307,6.02033,0.530746
6.04288,0.523717,6.04649,0.523194
6.06871,0.516674,6.0723,0.516188
6.09422,0.51015,6.09778,0.5097
6.11943,0.504118,6.12297,0.503702
6.14435,0.498552,6.14787,0.498168
6.16902,0.493424,6.17253,0.49307
6.19346,0.488709,6.19695,0.488385
6.21768,0.484382,6.22115,0.484086
6.2417,0.480422,6.24516,0.480153
6.26554,0.476806,6.26899,0.476562
6.28922,0.473513,6.29265,0.473293
6.31274,0.470525,6.31617,0.470327
6.33613,0.467821,6.33955,0.467646
6.3594,0.465386,6.36281,0.465232
6.38256,0.463203,6.38596,0.463068
6.40563,0.461255,6.40902,0.461139
6.4286,0.459528,6.43199,0.45943
6.4515,0.458008,6.45489,0.457927
6.47434,0.456681,6.47772,0.456617
6.49711,0.455534,6.50049,0.455486
6.51984,0.454554,6.52322,0.454522
6.54253,0.45373,6.54591,0.453713
6.56518,0.453049,6.56856,0.453046
6.5878,0.452501,6.59118,0.452512
6.61041,0.452074,6.61379,0.452098
6.633,0.451757,6.63638,0.451794
6.65557,0.45154,6.65896,0.451588
6.67814,0.451411,6.68153,0.451472
6.70071,0.451362,6.7041,0.451433
6.72328,0.45138,6.72668,0.451463
6.74585,0.451458,6.74925,0.45155
6.76843,0.451583,6.77184,0.451686
6.79102,0.451747,6.79443,0.451859
6.81362,0.451939,6.81703,0.45206
6.83622,0.452149,6.83965,0.452279
6.85884,0.452368,6.86227,0.452507
6.88147,0.452586,6.88491,0.452733
6.90411,0.452794,6.90756,0.452948
6.92676,0.45298,6.93021,0.453141
6.94942,0.453136,6.95288,0.453304
6.97208,0.453252,6.97555,0.453427
6.99475,0.453319,6.99822,0.4535
7.01741,0.453327,7.0209,0.453513
7.04008,0.453267,7.04357,0.453458
7.06273,0.453128,7.06624,0.453325
7.08538,0.452903,7.0889,0.453105
7.10801,0.452583,7.11153,0.452789
7.13061,0.452157,7.13415,0.452367
7.15319,0.451618,7.15674,0.451832
7.17574,0.450958,7.1793,0.451175
7.19825,0.450167,7.20182,0.450388
7.22071,0.449238,7.2243,0.449462
7.24312,0.448164,7.24672,0.44839
7.26547,0.446936,7.26907,0.447165
7.28774,0.445548,7.29136,0.445779
7.30994,0.443992,7.31357,0.444226
7.33206,0.442263,7.3357,0.442498
7.35408,0.440353,7.35773,0.440591
7.37599,0.438259,7.37965,0.438498
7.39779,0.435973,7.40146,0.436214
7.41946,0.433491,7.42315,0.433733
7.441,0.430809,7.4447,0.431053
7.4624,0.427922,7.46611,0.428167
7.48364,0.424827,7.48736,0.425074
7.50472,0.421521,7.50845,0.421769
7.52562,0.418,7.52937,0.41825
7.54633,0.414263,7.55009,0.414515
7.56684,0.410308,7.57062,0.410561
7.58715,0.406133,7.59094,0.406387
7.60724,0.401737,7.61104,0.401993
7.62709,0.39712,7.63091,0.397378
7.64671,0.392282,7.65053,0.392542
7.66607,0.387223,7.66991,0.387486
7.68517,0.381944,7.68902,0.38221
7.70399,0.376447,7.70786,0.376715
7.72253,0.370733,7.72641,0.371004
7.74077,0.364805,7.74466,0.365079
7.7587,0.358664,7.76261,0.358941
7.77632,0.352315,7.78024,0.352596
7.7936,0.34576,7.79754,0.346045
7.81055,0.339004,7.8145,0.339292
7.82716,0.33205,7.83112,0.332343
7.8434,0.324904,7.84738,0.3252
7.85928,0.317569,7.86327,0.317871
7.87478,0.310053,7.87879,0.310359
7.8899,0.302359,7.89393,0.302671
7.90463,0.294495,7.90867,0.294812
7.91895,0.286467,7.92301,0.286789
7.93286,0.27828,7.93694,0.278608
7.94636,0.269943,7.95045,0.270276
7.95943,0.261461,7.96354,0.261801
7.97208,0.252843,7.9762,0.253189
7.98428,0.244096,7.98842,0.244448
7.99604,0.235228,8.0002,0.235587
8.00735,0.226246,8.01153,0.226612
8.01821,0.217159,8.02241,0.217531
8.02861,0.207975,8.03283,0.208353
8.03855,0.198701,8.04278,0.199087
8.04801,0.189346,8.05227,0.189739
8.05701,0.179918,8.06128,0.180318
8.06553,0.170426,8.06983,0.170833
8.07357,0.160876,8.07789,0.161292
8.08114,0.151279,8.08548,0.151701
8.08822,0.14164,8.09258,0.142071
8.09482,0.131968,8.0992,0.132407
8.10093,0.122271,8.10534,0.122717
8.10656,0.112555,8.11099,0.11301
8.1117,0.102828,8.11615,0.103291
8.11636,0.093096,8.12083,0.0935677
8.12052,0.0833659,8.12502,0.0838463
8.12421,0.0736435,8.12873,0.0741329
8.1274,0.0639346,8.13195,0.0644332
8.13012,0.0542444,8.13469,0.0547524
8.13234,0.0445778,8.13694,0.0450956
8.13409,0.0349392,8.13872,0.0354671
8.13536,0.0253327,8.14001,0.025871
8.13615,0.0157618,8.14082,0.0163108
8.13646,0.00622954,8.14116,0.00678971
8.13629,-0.0032615,8.14103,-0.00268975
8.13566,-0.0127092,8.14042,-0.0121254
8.13455,-0.0221121,8.13935,-0.0215157
8.13298,-0.0314689,8.1378,-0.0308594
8.13094,-0.0407792,8.1358,-0.0401561
8.12844,-0.050043,8.13333,-0.0494055
8.12548,-0.0592606,8.1304,-0.058608
8.12205,-0.068433,8.12701,-0.0677647
8.11818,-0.0775618,8.12316,-0.0768769
8.11384,-0.0866489,8.11887,-0.0859467
8.10906,-0.095697,8.11412,-0.0949764
8.10382,-0.104709,8.10892,-0.103969
8.09814,-0.113688,8.10327,-0.112928
8.09201,-0.122639,8.09718,-0.121858
8.08543,-0.131567,8.09064,-0.130763
8.0784,-0.140475,8.08366,-0.139647
8.07094,-0.149371,8.07623,-0.148518
8.06302,-0.15826,8.06836,-0.15738
8.05467,-0.167148,8.06005,-0.16624
8.04586,-0.176044,8.05129,-0.175106
8.03662,-0.184954,8.0421,-0.183985
8.02692,-0.193888,8.03245,-0.192886
8.01678,-0.202855,8.02236,-0.201817
8.00619,-0.211862,8.01182,-0.210787
7.99514,-0.220922,8.00083,-0.219807
7.98364,-0.230044,7.98939,-0.228887
7.97168,-0.239239,7.97748,-0.238038
7.95925,-0.248519,7.96512,-0.247272
7.94636,-0.257897,7.95229,-0.2566
7.93299,-0.267385,7.93899,-0.266036
7.91914,-0.276997,7.92521,-0.275592
7.9048,-0.286745,7.91095,-0.285281
7.88997,-0.296644,7.89619,-0.295119
7.87463,-0.306708,7.88093,-0.305117
7.85878,-0.316951,7.86517,-0.315291
7.84242,-0.327385,7.84889,-0.325654
7.82551,-0.338025,7.83208,-0.336219
7.80807,-0.348881,7.81473,-0.346997
7.79007,-0.359963,7.79683,-0.357998
7.77151,-0.371278,7.77836,-0.369231
7.75237,-0.38283,7.75933,-0.380699
7.73264,-0.394617,7.73971,-0.392402
7.7123,-0.406631,7.71949,-0.404332
7.69136,-0.418853,7.69867,-0.416475
7.6698,-0.431257,7.67723,-0.428805
7.64761,-0.4438,7.65516,-0.441282
7.62479,-0.456421,7.63247,-0.453852
7.60134,-0.46904,7.60915,-0.466437
7.57726,-0.481551,7.5852,-0.478939
7.55257,-0.493823,7.56064,-0.49123
7.52728,-0.505691,7.53548,-0.503156
7.50143,-0.516963,7.50976,-0.514531
7.47506,-0.52742,7.4835,-0.525142
7.44822,-0.536823,7.45676,-0.534754
7.42098,-0.544925,7.42961,-0.543123
7.3934,-0.551489,7.40211,-0.550009
7.36559,-0.556304,7.37435,-0.555197
7.33763,-0.559214,7.34642,-0.558516
7.30962,-0.56013,7.31843,-0.559864
7.28167,-0.559046,7.29047,-0.559216
7.25386,-0.556039,7.26263,-0.556631
7.2263,-0.551263,7.23502,-0.552246
7.19905,-0.544935,7.20771,-0.546266
7.17219,-0.537308,7.18076,-0.538935
7.14576,-0.528654,7.15424,-0.530522
7.11979,-0.519241,7.12817,-0.521295
7.09433,-0.509319,7.1026,-0.511508
7.06937,-0.499106,7.07753,-0.501386
7.04493,-0.488792,7.05297,-0.491123
7.02101,-0.478527,7.02893,-0.480878
6.99759,-0.468432,7.00539,-0.470778
6.97466,-0.458598,6.98234,-0.460919
6.9522,-0.449091,6.95977,-0.451373
6.9302,-0.439959,6.93766,-0.44219
6.90864,-0.431229,6.91599,-0.433404
6.8875,-0.42292,6.89474,-0.425033
6.86674,-0.415039,6.87389,-0.417087
6.84636,-0.407585,6.85341,-0.409568
6.82634,-0.400552,6.83329,-0.40247
6.80664,-0.393932,6.8135,-0.395786
6.78725,-0.387712,6.79402,-0.389504
6.76816,-0.381879,6.77484,-0.38361
6.74934,-0.376417,6.75594,-0.37809
6.73077,-0.371313,6.73729,-0.37293
6.71245,-0.36655,6.71888,-0.368114
6.69434,-0.362113,6.7007,-0.363626
6.67644,-0.357988,6.68273,-0.359453
6.65873,-0.354161,6.66495,-0.355579
6.6412,-0.350617,6.64735,-0.351992
6.62384,-0.347343,6.62992,-0.348677
6.60662,-0.344328,6.61264,-0.345622
6.58954,-0.341559,6.5955,-0.342816
6.57259,-0.339025,6.57848,-0.340247
6.55575,-0.336716,6.56159,-0.337903
6.53902,-0.334621,6.5448,-0.335777
6.52239,-0.332731,6.52811,-0.333856
6.50583,-0.331038,6.5115,-0.332133
6.48936,-0.329531,6.49497,-0.330599
6.47295,-0.328205,6.47851,-0.329246
6.45659,-0.32705,6.4621,-0.328066
6.44029,-0.32606,6.44575,-0.327052
6.42403,-0.325228,6.42944,-0.326196
6.4078,-0.324547,6.41317,-0.325493
6.3916,-0.324011,6.39692,-0.324935
6.37542,-0.323614,6.38069,-0.324517
6.35925,-0.32335,6.36448,-0.324233
6.34309,-0.323213,6.34828,-0.324077
6.32693,-0.323199,6.33208,-0.324043
6.31077,-0.323301,6.31587,-0.324128
6.29459,-0.323516,6.29965,-0.324324
6.2784,-0.323837,6.28342,-0.324628
6.26219,-0.32426,6.26717,-0.325034
6.24595,-0.324781,6.2509,-0.325538
6.22968,-0.325393,6.23459,-0.326135
6.21337,-0.326094,6.21825,-0.32682
6.19703,-0.326878,6.20187,-0.327588
6.18064,-0.327741,6.18545,-0.328435
6.16421,-0.328678,6.16898,-0.329357
6.14773,-0.329685,6.15246,-0.330348
6.13119,-0.330756,6.13589,-0.331405
6.11459,-0.331888,6.11926,-0.332522
6.09794,-0.333076,6.10258,-0.333695
6.08122,-0.334315,6.08583,-0.334919
6.06444,-0.3356,6.06902,-0.336189
6.0476,-0.336927,6.05215,-0.337502
6.03068,-0.338291,6.03521,-0.338851
6.0137,-0.339687,6.01819,-0.340233
5.99664,-0.341111,6.00111,-0.341642
5.97952,-0.342557,5.98396,-0.343073
5.96231,-0.34402,5.96673,-0.344521
5.94504,-0.345495,5.94943,-0.345981
5.92769,-0.346977,5.93206,-0.347448
5.91027,-0.34846,5.91462,-0.348916
5.89277,-0.34994,5.8971,-0.350381
5.8752,-0.351411,5.8795,-0.351836
5.85756,-0.352868,5.86184,-0.353277
5.83984,-0.354305,5.84411,-0.354697
5.82206,-0.355716,5.8263,-0.356092
5.8042,-0.357096,5.80843,-0.357456
5.78628,-0.35844,5.79049,-0.358783
5.76829,-0.359741,5.77249,-0.360066
5.75024,-0.360994,5.75442,-0.361302
5.73213,-0.362193,5.7363,-0.362483
5.71397,-0.363333,5.71812,-0.363605
5.69574,-0.364407,5.69988,-0.36466
5.67747,-0.365411,5.6816,-0.365645
5.65916,-0.366338,5.66327,-0.366552
5.6408,-0.367183,5.6449,-0.367377
5.6224,-0.36794,5.6265,-0.368113
5.60397,-0.368603,5.60806,-0.368756
5.58551,-0.369168,5.5896,-0.369299
5.56703,-0.369628,5.57111,-0.369737
5.54853,-0.369979,5.55261,-0.370065
5.53002,-0.370215,5.53409,-0.370277
5.51151,-0.370331,5.51557,-0.370369
5.49299,-0.370322,5.49706,-0.370335
5.47448,-0.370183,5.47855,-0.37017
5.45598,-0.36991,5.46005,-0.369871
5.43751,-0.369498,5.44158,-0.369431
5.41906,-0.368942,5.42314,-0.368847
5.40065,-0.368238,5.40474,-0.368115
5.38228,-0.367383,5.38637,-0.36723
5.36396,-0.366372,5.36806,-0.366188
5.3457,-0.365201,5.34981,-0.364986
5.32751,-0.363867,5.33163,-0.36362
5.30939,-0.362367,5.31353,-0.362087
5.29136,-0.360698,5.29551,-0.360383
5.27341,-0.358856,5.27758,-0.358506
5.25557,-0.356839,5.25976,-0.356453
5.23784,-0.354644,5.24205,-0.354221
5.22023,-0.352268,5.22446,-0.351808
5.20274,-0.349711,5.207,-0.349212
5.18539,-0.34697,5.18968,-0.34643
5.16819,-0.344042,5.1725,-0.343462
5.15114,-0.340928,5.15549,-0.340306
5.13426,-0.337625,5.13864,-0.33696
5.11756,-0.334132,5.12197,-0.333424
5.10103,-0.330448,5.10549,-0.329696
5.0847,-0.326574,5.0892,-0.325777
5.06858,-0.322508,5.07311,-0.321665
5.05267,-0.318251,5.05725,-0.317361
5.03698,-0.313802,5.0416,-0.312865
5.02152,-0.309163,5.02619,-0.308178
5.0063,-0.304333,5.01103,-0.303299
4.99134,-0.299313,4.99612,-0.29823
4.97663,-0.294105,4.98147,-0.292973
4.9622,-0.28871,4.96709,-0.287528
4.94804,-0.283129,4.953,-0.281897
4.93417,-0.277365,4.93919,-0.276083
4.9206,-0.271419,4.92569,-0.270087
4.90734,-0.265295,4.91249,-0.263912
4.89439,-0.258995,4.89962,-0.257562
4.88176,-0.252521,4.88706,-0.251038
4.86947,-0.245878,4.87485,-0.244345
4.85751,-0.239069,4.86297,-0.237486
4.84591,-0.232097,4.85145,-0.230465
4.83466,-0.224967,4.84028,-0.223286
4.82378,-0.217683,4.82949,-0.215955
4.81326,-0.21025,4.81906,-0.208475
4.80313,-0.202673,4.80902,-0.200851
4.79338,-0.194957,4.79937,-0.193089
4.78403,-0.187107,4.79011,-0.185195
4.77507,-0.179129,4.78125,-0.177173
4.76652,-0.171028,4.7728,-0.169031
4.75838,-0.162812,4.76476,-0.160773
4.75065,-0.154485,4.75714,-0.152406
4.74335,-0.146054,4.74994,-0.143936
4.73647,-0.137526,4.74317,-0.13537
4.73003,-0.128906,4.73684,-0.126713
4.72402,-0.120201,4.73094,-0.117974
4.71845,-0.111418,4.72548,-0.109157
4.71332,-0.102562,4.72047,-0.100269
4.70864,-0.0936415,4.7159,-0.0913165
4.7044,-0.0846611,4.71179,-0.0823059
4.70062,-0.0756275,4.70812,-0.0732432
4.6973,-0.0665464,4.70492,-0.0641342
4.69442,-0.0574238,4.70217,-0.0549845
4.69201,-0.0482651,4.69988,-0.0457997
4.69006,-0.0390757,4.69805,-0.0365849
4.68856,-0.0298604,4.69668,-0.027345
4.68753,-0.020624,4.69578,-0.0180844
4.68696,-0.0113707,4.69534,-0.00880732
4.68686,-0.00210449,4.69536,0.000482463
4.68722,0.00717125,4.69585,0.00978165
4.68804,0.0164534,4.6968,0.0190874
4.68933,0.0257395,4.69822,0.0283972
4.69108,0.0350273,4.70011,0.0377092
4.6933,0.0443152,4.70246,0.0470221
4.69598,0.0536023,4.70528,0.0563349
4.69912,0.062888,4.70856,0.0656474
4.70273,0.0721722,4.71231,0.0749598
4.7068,0.0814558,4.71652,0.084273
4.71134,0.0907398,4.7212,0.0935885
4.71634,0.100026,4.72635,0.102908
4.72181,0.109317,4.73196,0.112235
4.72774,0.118616,4.73804,0.121573
4.73413,0.127927,4.74458,0.130925
4.741,0.137254,4.7516,0.140296
4.74833,0.146602,4.75908,0.149692
4.75612,0.155978,4.76704,0.15912
4.76439,0.165387,4.77547,0.168585
4.77314,0.174838,4.78437,0.178096
4.78235,0.184338,4.79376,0.187661
4.79205,0.193896,4.80362,0.19729
4.80222,0.203523,4.81397,0.206994
4.81288,0.213228,4.82481,0.216782
4.82404,0.223025,4.83614,0.226668
4.83568,0.232925,4.84798,0.236665
4.84783,0.242942,4.86031,0.246786
4.86048,0.253091,4.87317,0.257048
4.87365,0.263387,4.88654,0.267466
4.88735,0.273848,4.90044,0.278058
4.90157,0.284492,4.91489,0.288843
4.91634,0.295337,4.92988,0.29984
4.93166,0.306404,4.94543,0.311071
4.94754,0.317714,4.96156,0.322556
4.96401,0.32929,4.97827,0.334319
4.98107,0.341155,4.99559,0.346383
4.99873,0.353331,5.01353,0.358773
5.01702,0.365843,5.03211,0.371511
5.03596,0.378715,5.05134,0.38462
5.05556,0.391967,5.07125,0.398122
5.07584,0.405621,5.09185,0.412034
5.09682,0.41969,5.11317,0.426369
5.11853,0.434187,5.13522,0.441133
5.14099,0.44911,5.15804,0.45632
5.16421,0.464449,5.18163,0.471911
5.18822,0.480176,5.20603,0.487866
5.21303,0.496239,5.23123,0.504118
5.23866,0.512557,5.25726,0.520566
5.26511,0.52901,5.28411,0.537067
5.29238,0.545431,5.31179,0.553424
5.32046,0.561598,5.34025,0.569381
5.34932,0.577226,5.36949,0.584617
5.37892,0.591965,5.39942,0.598749
5.40919,0.605408,5.42999,0.611344
5.44005,0.617107,5.46109,0.621941
5.47138,0.626605,5.49259,0.630097
5.50305,0.633483,5.52436,0.635431
5.53492,0.637409,5.55625,0.637679
5.56683,0.638188,5.58808,0.636735
5.59862,0.635798,5.61972,0.632676
5.63014,0.630396,5.65101,0.625747
5.66126,0.622295,5.68182,0.61633
5.69185,0.611922,5.71207,0.604893
5.72184,0.59976,5.74166,0.591929
5.75115,0.586299,5.77056,0.577917
5.77975,0.571996,5.79872,0.563281
5.80762,0.557244,5.82614,0.548381
5.83473,0.542369,5.85282,0.533501
5.86112,0.527621,5.87876,0.518859
5.88678,0.51319,5.90399,0.504612
5.91174,0.499208,5.92853,0.490868
5.93602,0.485764,5.95242,0.477695
5.95967,0.472911,5.97568,0.465132
5.9827,0.460678,5.99834,0.453197
6.00516,0.449074,6.02043,0.44189
6.02706,0.438094,6.04199,0.431201
6.04845,0.427724,6.06305,0.421112
6.06934,0.417944,6.08363,0.411602
6.08978,0.40873,6.10376,0.402644
6.10978,0.400058,6.12347,0.394214
6.12938,0.391901,6.14278,0.386285
6.14859,0.384232,6.16172,0.37883
6.16744,0.377025,6.18032,0.371824
6.18596,0.370256,6.19858,0.365243
6.20415,0.363901,6.21653,0.359063
6.22205,0.357938,6.23419,0.353263
6.23966,0.352344,6.25159,0.347823
6.25702,0.347102,6.26872,0.342723
6.27413,0.342192,6.28562,0.337946
6.29101,0.337596,6.30229,0.333476
6.30767,0.3333,6.31876,0.329296
6.32414,0.329289,6.33503,0.325393
6.34042,0.325548,6.35111,0.321754
6.35652,0.322065,6.36703,0.318366
6.37246,0.318828,6.38279,0.315218
6.38825,0.315826,6.39841,0.312299
6.4039,0.313049,6.41389,0.3096
6.41943,0.310488,6.42924,0.307111
6.43483,0.308132,6.44448,0.304823
6.45013,0.305975,6.45962,0.30273
6.46533,0.304008,6.47466,0.300823
6.48045,0.302224,6.48962,0.299095
6.49548,0.300616,6.50449,0.29754
6.51044,0.299179,6.5193,0.296151
6.52533,0.297904,6.53405,0.294924
6.54017,0.296788,6.54874,0.293851
6.55496,0.295825,6.56339,0.292928
6.56971,0.295009,6.57799,0.29215
6.58443,0.294336,6.59257,0.291512
6.59912,0.2938,6.60712,0.29101
6.61379,0.293398,6.62165,0.290638
6.62844,0.293124,6.63617,0.290394
6.64309,0.292976,6.65069,0.290272
6.65774,0.292947,6.6652,0.290269
6.67239,0.293036,6.67972,0.290381
6.68705,0.293237,6.69425,0.290603
6.70173,0.293546,6.7088,0.290933
6.71643,0.293961,6.72336,0.291366
6.73115,0.294477,6.73796,0.291899
6.74591,0.29509,6.75259,0.292528
6.7607,0.295797,6.76725,0.293249
6.77553,0.296594,6.78195,0.294059
6.7904,0.297478,6.7967,0.294954
6.80532,0.298444,6.81149,0.29593
6.8203,0.299488,6.82634,0.296984
6.83533,0.300608,6.84125,0.298111
6.85042,0.301799,6.85622,0.299309
6.86557,0.303056,6.87124,0.300573
6.88079,0.304378,6.88634,0.301899
6.89608,0.305758,6.9015,0.303284
6.91144,0.307194,6.91674,0.304723
6.92687,0.308682,6.93205,0.306212
6.94238,0.310216,6.94744,0.307748
6.95797,0.311793,6.9629,0.309325
6.97364,0.313409,6.97845,0.310941
6.9894,0.31506,6.99408,0.31259
7.00523,0.31674,7.00979,0.314269
7.02116,0.318446,7.02559,0.315973
7.03717,0.320174,7.04148,0.317697
7.05326,0.321918,7.05745,0.319438
7.06945,0.323675,7.07351,0.32119
7.08572,0.325439,7.08965,0.32295
7.10208,0.327207,7.10589,0.324713
7.11853,0.328974,7.12221,0.326475
7.13506,0.330735,7.13863,0.32823
7.15169,0.332486,7.15512,0.329976
7.1684,0.334223,7.17171,0.331706
7.1852,0.335941,7.18838,0.333418
7.20208,0.337635,7.20514,0.335107
7.21904,0.339303,7.22197,0.336769
7.23609,0.340938,7.23889,0.338399
7.25322,0.342539,7.25589,0.339993
7.27042,0.344099,7.27297,0.341549
7.2877,0.345616,7.29012,0.343061
7.30506,0.347086,7.30735,0.344527
7.32248,0.348506,7.32465,0.345942
7.33998,0.349871,7.34201,0.347304
7.35753,0.351179,7.35944,0.348609
7.37516,0.352427,7.37694,0.349855
7.39284,0.353611,7.39449,0.351038
7.41057,0.354729,7.4121,0.352156
7.42836,0.355779,7.42976,0.353206
7.4462,0.356757,7.44747,0.354186
7.46408,0.357662,7.46522,0.355094
7.48201,0.358492,7.48302,0.355928
7.49997,0.359246,7.50085,0.356687
7.51797,0.35992,7.51872,0.357368
7.53599,0.360515,7.53662,0.357971
7.55404,0.361029,7.55454,0.358494
7.57212,0.361461,7.57249,0.358937
7.59021,0.361809,7.59045,0.359298
7.60831,0.362074,7.60843,0.359577
7.62642,0.362255,7.62642,0.359773
7.64454,0.362351,7.64442,0.359887
7.66266,0.362363,7.66241,0.359917
7.68077,0.362289,7.68041,0.359865
7.69888,0.362131,7.69839,0.359729
7.71697,0.361888,7.71637,0.359511
7.73505,0.36156,7.73433,0.35921
7.75311,0.361148,7.75227,0.358826
7.77114,0.360652,7.77019,0.358361
7.78915,0.360073,7.78808,0.357814
7.80712,0.359411,7.80594,0.357186
7.82505,0.358666,7.82376,0.356478
7.84294,0.35784,7.84155,0.355689
7.86079,0.356932,7.85929,0.354822
7.87858,0.355943,7.87698,0.353875
7.89633,0.354873,7.89462,0.35285
7.91401,0.353724,7.91221,0.351747
7.93164,0.352495,7.92974,0.350567
7.9492,0.351187,7.9472,0.34931
7.96669,0.3498,7.9646,0.347976
7.98411,0.348334,7.98193,0.346566
8.00144,0.34679,7.99919,0.345079
8.0187,0.345168,8.01636,0.343516
8.03588,0.343468,8.03345,0.341877
8.05296,0.341689,8.05046,0.340162
8.06995,0.339832,8.06738,0.338371
8.08685,0.337897,8.08421,0.336503
8.10364,0.335882,8.10093,0.334559
8.12033,0.333788,8.11756,0.332537
8.13691,0.331614,8.13408,0.330437
8.15338,0.329359,8.1505,0.328259
8.16973,0.327023,8.1668,0.326001
8.18596,0.324605,8.18298,0.323664
8.20207,0.322103,8.19904,0.321245
8.21804,0.319517,8.21498,0.318744
8.23388,0.316847,8.23079,0.316161
8.24959,0.31409,8.24646,0.313492
8.26515,0.311245,8.262,0.310739
8.28057,0.308311,8.27739,0.307898
8.29583,0.305287,8.29264,0.304969
8.31094,0.302172,8.30774,0.30195
8.32589,0.298963,8.32268,0.298841
8.34067,0.29566,8.33746,0.295638
8.35528,0.292261,8.35208,0.292341
8.36972,0.288765,8.36653,0.288949
8.38398,0.28517,8.3808,0.285459
8.39805,0.281474,8.39489,0.28187
8.41194,0.277678,8.4088,0.278182
8.42563,0.273778,8.42252,0.274392
8.43912,0.269774,8.43605,0.270499
8.4524,0.265665,8.44937,0.266501
8.46547,0.26145,8.46249,0.262399
8.47833,0.257127,8.4754,0.25819
8.49096,0.252697,8.48809,0.253874
8.50337,0.248158,8.50057,0.249449
8.51555,0.24351,8.51281,0.244916
8.52748,0.238753,8.52483,0.240274
8.53918,0.233887,8.5366,0.235523
8.55062,0.228911,8.54813,0.230662
8.56182,0.223827,8.55942,0.225692
8.57275,0.218634,8.57045,0.220613
8.58342,0.213334,8.58122,0.215425
8.59381,0.207927,8.59173,0.210131
8.60393,0.202416,8.60196,0.20473
8.61377,0.196801,8.61193,0.199224
8.62333,0.191085,8.62161,0.193615
8.63259,0.185269,8.631,0.187905
8.64156,0.179357,8.64011,0.182096
8.65022,0.173351,8.64892,0.176191
8.65859,0.167254,8.65742,0.170193
8.66664,0.16107,8.66563,0.164104
8.67438,0.154802,8.67353,0.157928
8.6818,0.148453,8.68111,0.151669
8.6889,0.142029,8.68838,0.14533
8.69568,0.135533,8.69532,0.138917
8.70213,0.12897,8.70194,0.132433
8.70825,0.122346,8.70824,0.125882
8.71403,0.115664,8.7142,0.119271
8.71948,0.108929,8.71983,0.112603
8.72458,0.102149,8.72513,0.105884
8.72935,0.0953267,8.73008,0.09912
8.73377,0.0884689,8.7347,0.0923155
8.73785,0.081581,8.73897,0.0854763
8.74159,0.0746685,8.7429,0.0786082
8.74497,0.0677372,8.74649,0.0717167
8.74801,0.0607927,8.74973,0.0648074
8.7507,0.0538407,8.75262,0.0578862
8.75305,0.0468866,8.75517,0.0509585
8.75504,0.039936,8.75737,0.0440299
8.75669,0.0329943,8.75923,0.037106
8.758,0.0260666,8.76074,0.0301919
8.75896,0.0191581,8.7619,0.0232929
8.75957,0.0122736,8.76272,0.0164141
8.75984,0.00541778,8.7632,0.00956023
8.75977,-0.00140477,8.76334,0.00273602
8.75936,-0.00818987,8.76313,-0.00405414
8.75861,-0.0149335,8.76259,-0.0108061
8.75753,-0.0216319,8.76172,-0.0175158
8.75612,-0.0282816,8.76051,-0.0241796
8.75437,-0.0348795,8.75897,-0.0307942
8.7523,-0.0414225,8.7571,-0.0373564
8.74991,-0.0479081,8.75491,-0.0438633
8.74719,-0.0543339,8.75239,-0.0503124
8.74415,-0.0606979,8.74955,-0.0567014
8.7408,-0.0669982,8.7464,-0.0630283
8.73714,-0.0732335,8.74294,-0.0692915
8.73317,-0.0794026,8.73916,-0.0754895
8.7289,-0.0855044,8.73508,-0.0816212
8.72432,-0.0915385,8.7307,-0.0876858
8.71945,-0.0975043,8.72602,-0.0936827
8.71428,-0.103402,8.72103,-0.0996116
8.70881,-0.109231,8.71576,-0.105472
8.70306,-0.114993,8.7102,-0.111265
8.69703,-0.120687,8.70435,-0.116991
8.69071,-0.126316,8.69821,-0.12265
8.68412,-0.131878,8.6918,-0.128242
8.67725,-0.137377,8.68511,-0.13377
8.67011,-0.142813,8.67815,-0.139235
8.6627,-0.148189,8.67092,-0.144638
8.65503,-0.153505,8.66342,-0.14998
8.64709,-0.158764,8.65566,-0.155264
8.63889,-0.163968,8.64763,-0.160491
8.63043,-0.16912,8.63935,-0.165664
8.62172,-0.174221,8.63081,-0.170785
8.61276,-0.179275,8.62202,-0.175857
