a2_1,a2v_1,a2_2,a2v_2
-0.825557,0.043028,19.6457,0.259668
-0.823409,0.04295,19.6585,0.255177
-0.821262,0.0429392,19.671,0.249674
-0.819113,0.0429938,19.6831,0.243237
-0.816957,0.0431121,19.6949,0.235954
-0.814792,0.0432922,19.7063,0.227921
-0.812616,0.0435323,19.7173,0.219234
-0.810424,0.0438309,19.7278,0.209987
-0.808215,0.0441861,19.7378,0.20027
-0.805985,0.0445964,19.7473,0.190167
-0.803732,0.0450602,19.7563,0.179751
-0.801453,0.0455757,19.7648,0.16909
-0.799146,0.0461415,19.7727,0.158242
-0.796808,0.0467561,19.78,0.147256
-0.794437,0.0474178,19.7868,0.136174
-0.792031,0.0481253,19.7931,0.125031
-0.789587,0.048877,19.7988,0.113857
-0.787104,0.0496714,19.8039,0.102675
-0.784578,0.0505072,19.8085,0.0915052
-0.782009,0.0513829,19.8125,0.0803617
-0.779394,0.0522972,19.816,0.069257
-0.776732,0.0532486,19.8189,0.0582008
-0.77402,0.0542358,19.8212,0.0472004
-0.771257,0.0552574,19.8231,0.0362612
-0.768442,0.0563122,19.8243,0.0253877
-0.765572,0.0573987,19.8251,0.014583
-0.762646,0.0585157,19.8253,0.00384937
-0.759663,0.0596619,19.8249,-0.0068114
-0.756621,0.060836,19.824,-0.017398
-0.753519,0.0620367,19.8226,-0.0279095
-0.750356,0.0632627,19.8207,-0.0383449
-0.747131,0.0645128,19.8183,-0.0487037
-0.743841,0.0657858,19.8153,-0.0589851
-0.740487,0.0670804,19.8119,-0.0691884
-0.737067,0.0683953,19.8079,-0.0793129
-0.733581,0.0697293,19.8035,-0.0893575
-0.730027,0.0710812,19.7985,-0.0993214
-0.726404,0.0724497,19.793,-0.109203
-0.722713,0.0738337,19.7871,-0.119002
-0.718951,0.0752318,19.7806,-0.128717
-0.715119,0.076643,19.7737,-0.138345
-0.711216,0.0780658,19.7663,-0.147886
-0.707241,0.0794992,19.7585,-0.157337
-0.703194,0.0809419,19.7501,-0.166697
-0.699074,0.0823926,19.7413,-0.175965
-0.694882,0.0838502,19.7321,-0.185137
-0.690616,0.0853133,19.7224,-0.194213
-0.686277,0.0867808,19.7122,-0.203189
-0.681864,0.0882513,19.7016,-0.212066
-0.677378,0.0897237,19.6906,-0.220839
-0.672818,0.0911966,19.6791,-0.229509
-0.668185,0.0926688,19.6672,-0.238073
-0.663478,0.094139,19.6549,-0.246529
-0.658698,0.0956059,19.6421,-0.254876
-0.653844,0.0970682,19.629,-0.263114
-0.648918,0.0985245,19.6154,-0.271241
-0.643919,0.0999737,19.6014,-0.279255
-0.638849,0.101414,19.5871,-0.287158
-0.633706,0.102845,19.5723,-0.294948
-0.628493,0.104264,19.5572,-0.302626
-0.62321,0.105671,19.5417,-0.310192
-0.617856,0.107063,19.5258,-0.317647
-0.612434,0.10844,19.5096,-0.324992
-0.606944,0.1098,19.4929,-0.332228
-0.601387,0.111142,19.476,-0.339357
-0.595764,0.112463,19.4587,-0.346382
-0.590076,0.113764,19.441,-0.353305
-0.584324,0.115041,19.423,-0.36013
-0.578509,0.116294,19.4046,-0.366859
-0.572633,0.117521,19.386,-0.373497
-0.566697,0.118721,19.367,-0.380049
-0.560703,0.119892,19.3476,-0.38652
-0.554651,0.121031,19.328,-0.392914
-0.548544,0.122139,19.308,-0.399238
-0.542383,0.123212,19.2878,-0.405498
-0.536171,0.12425,19.2672,-0.411702
-0.529908,0.12525,19.2463,-0.417856
-0.523598,0.126212,19.2251,-0.423968
-0.517241,0.127132,19.2036,-0.430047
-0.510841,0.12801,19.1818,-0.436102
-0.504399,0.128844,19.1597,-0.442141
-0.497917,0.129631,19.1373,-0.448175
-0.491398,0.130371,19.1145,-0.454212
-0.484845,0.13106,19.0915,-0.460265
-0.478261,0.131698,19.0682,-0.466344
-0.471646,0.132282,19.0446,-0.472459
-0.465006,0.132811,19.0207,-0.478622
-0.458342,0.133282,18.9964,-0.484844
-0.451657,0.133694,18.9719,-0.491137
-0.444955,0.134044,18.947,-0.497513
-0.438238,0.134332,18.9218,-0.503982
-0.431511,0.134553,18.8963,-0.510554
-0.424775,0.134708,18.8704,-0.517241
-0.418036,0.134793,18.8442,-0.524051
-0.411295,0.134807,18.8176,-0.530991
-0.404558,0.134747,18.7907,-0.538068
-0.397827,0.134612,18.7635,-0.545284
-0.391107,0.134399,18.7358,-0.55264
-0.384402,0.134106,18.7078,-0.560131
-0.377716,0.133732,18.6794,-0.56775
-0.371052,0.133273,18.6507,-0.575483
-0.364415,0.132729,18.6215,-0.583307
-0.357811,0.132097,18.5919,-0.591192
-0.351242,0.131374,18.562,-0.599099
-0.344714,0.130559,18.5316,-0.606977
-0.338231,0.12965,18.5009,-0.614762
-0.331799,0.128644,18.4698,-0.622378
-0.325422,0.127539,18.4383,-0.629735
-0.319106,0.126333,18.4065,-0.636728
-0.312854,0.125025,18.3743,-0.643242
-0.306674,0.123612,18.3418,-0.649153
-0.300569,0.122091,18.3091,-0.654334
-0.294546,0.120461,18.2762,-0.658656
-0.28861,0.11872,18.2431,-0.662003
-0.282767,0.116866,18.2099,-0.664272
-0.277022,0.114896,18.1766,-0.665385
-0.271382,0.112808,18.1433,-0.665296
-0.265852,0.1106,18.1101,-0.663993
-0.260438,0.108271,18.0771,-0.661497
-0.255147,0.105818,18.0442,-0.657868
-0.249985,0.103239,18.0115,-0.653191
-0.244959,0.100531,17.9791,-0.647578
-0.240074,0.0976938,17.9471,-0.641152
-0.235338,0.0947239,17.9154,-0.634048
-0.230757,0.0916195,17.8841,-0.626398
-0.226338,0.0883784,17.8531,-0.618329
-0.222088,0.0849984,17.8226,-0.609958
-0.218014,0.0814773,17.7926,-0.601392
-0.214124,0.0778128,17.7629,-0.592721
-0.210423,0.0740026,17.7337,-0.584022
-0.206921,0.0700444,17.705,-0.57536
-0.203624,0.0659356,17.6766,-0.566785
-0.200541,0.0616738,17.6487,-0.558339
-0.197678,0.0572564,17.6212,-0.550052
-0.195044,0.0526807,17.5941,-0.541946
-0.192647,0.0479439,17.5674,-0.534039
-0.190495,0.0430431,17.5411,-0.526339
-0.188596,0.0379753,17.5152,-0.518853
-0.186959,0.0327372,17.4896,-0.511584
-0.185593,0.0273256,17.4643,-0.50453
-0.184506,0.021737,17.4395,-0.49769
-0.183707,0.0159676,17.4149,-0.491058
-0.183207,0.0100136,17.3907,-0.484629
-0.183013,0.00387096,17.3668,-0.478397
-0.183136,-0.00246471,17.3431,-0.472355
-0.183586,-0.0089979,17.3198,-0.466494
-0.184373,-0.0157333,17.2968,-0.460809
-0.185507,-0.022676,17.274,-0.455291
-0.186998,-0.0298311,17.2515,-0.449932
-0.188859,-0.0372041,17.2293,-0.444725
-0.191099,-0.0448004,17.2073,-0.439663
-0.19373,-0.0526258,17.1856,-0.434739
-0.196764,-0.0606862,17.1641,-0.429945
-0.200213,-0.0689872,17.1428,-0.425276
-0.20409,-0.0775346,17.1218,-0.420725
-0.208407,-0.0863338,17.1009,-0.416285
-0.213176,-0.0953897,17.0803,-0.411953
-0.218412,-0.104707,17.06,-0.407721
-0.224126,-0.114288,17.0398,-0.403585
-0.230333,-0.124135,17.0198,-0.39954
-0.237045,-0.134248,17,-0.395581
-0.244277,-0.144625,16.9804,-0.391704
-0.252039,-0.155258,16.961,-0.387905
-0.260346,-0.166137,16.9418,-0.38418
-0.269209,-0.177247,16.9228,-0.380526
-0.278637,-0.188562,16.904,-0.376938
-0.288639,-0.200052,16.8853,-0.373414
-0.299223,-0.211672,16.8668,-0.369951
-0.310391,-0.223367,16.8485,-0.366546
-0.322145,-0.235066,16.8303,-0.363196
-0.334478,-0.246678,16.8123,-0.359899
-0.347383,-0.258094,16.7945,-0.356652
-0.360842,-0.269185,16.7768,-0.353453
-0.374832,-0.279796,16.7593,-0.350301
-0.38932,-0.289755,16.7419,-0.347193
-0.404263,-0.298869,16.7247,-0.344127
-0.41961,-0.306936,16.7077,-0.341102
-0.435298,-0.313749,16.6908,-0.338116
-0.451253,-0.319111,16.674,-0.335167
-0.467395,-0.322843,16.6574,-0.332255
-0.483636,-0.324806,16.6409,-0.329379
-0.499881,-0.324906,16.6246,-0.326536
-0.516036,-0.323105,16.6084,-0.323725
-0.532008,-0.319426,16.5924,-0.320947
-0.547705,-0.313948,16.5765,-0.318199
-0.563045,-0.3068,16.5607,-0.315481
-0.577952,-0.298146,16.545,-0.312793
-0.592361,-0.288176,16.5295,-0.310132
-0.606216,-0.27709,16.5142,-0.3075
-0.61947,-0.265084,16.4989,-0.304894
-0.632087,-0.252347,16.4838,-0.302314
-0.64404,-0.239048,16.4688,-0.29976
-0.655306,-0.225337,16.454,-0.297231
-0.665873,-0.21134,16.4392,-0.294727
-0.675732,-0.197166,16.4246,-0.292247
-0.684877,-0.182902,16.4101,-0.289791
-0.693308,-0.168616,16.3957,-0.287358
-0.701026,-0.154364,16.3815,-0.284948
-0.708035,-0.140189,16.3674,-0.28256
-0.714341,-0.126121,16.3534,-0.280195
-0.71995,-0.112184,16.3395,-0.277851
-0.72487,-0.098394,16.3257,-0.275529
-0.729108,-0.084763,16.312,-0.273228
-0.732673,-0.0712978,16.2985,-0.270948
-0.735573,-0.0580024,16.285,-0.268689
-0.737817,-0.0448787,16.2717,-0.266449
-0.739413,-0.0319268,16.2585,-0.26423
-0.740371,-0.0191457,16.2454,-0.262031
-0.740698,-0.00653372,16.2324,-0.259851
-0.740402,0.00591135,16.2195,-0.25769
-0.739492,0.0181918,16.2068,-0.255549
-0.737977,0.0303101,16.1941,-0.253426
-0.735863,0.0422683,16.1815,-0.251321
-0.73316,0.0540686,16.1691,-0.249234
-0.729874,0.0657127,16.1567,-0.247165
-0.726014,0.077202,16.1444,-0.245114
-0.721587,0.0885377,16.1323,-0.243079
-0.716601,0.0997206,16.1202,-0.241062
-0.711064,0.110751,16.1083,-0.239061
-0.704982,0.121629,16.0964,-0.237076
-0.698365,0.132355,16.0847,-0.235107
-0.691218,0.142928,16.073,-0.233154
-0.683551,0.153347,16.0615,-0.231216
-0.67537,0.163611,16.05,-0.229293
-0.666684,0.173719,16.0386,-0.227384
-0.657501,0.183671,16.0273,-0.225489
-0.647828,0.193464,16.0162,-0.223608
-0.637673,0.203097,16.0051,-0.221739
-0.627044,0.212569,15.9941,-0.219884
-0.61595,0.221879,15.9832,-0.218041
-0.604399,0.231024,15.9724,-0.21621
-0.592399,0.240003,15.9616,-0.21439
-0.579958,0.248816,15.951,-0.212581
-0.567085,0.257462,15.9405,-0.210783
-0.553788,0.265938,15.93,-0.208994
-0.540076,0.274246,15.9197,-0.207215
-0.525957,0.282384,15.9094,-0.205445
-0.511439,0.290352,15.8992,-0.203682
-0.496532,0.29815,15.8891,-0.201928
-0.481243,0.30578,15.8791,-0.200181
-0.465581,0.313242,15.8692,-0.19844
-0.449554,0.320537,15.8594,-0.196706
-0.433171,0.327667,15.8496,-0.194977
-0.416439,0.334633,15.8399,-0.193252
-0.399367,0.341439,15.8304,-0.191532
-0.381963,0.348088,15.8209,-0.189815
-0.364233,0.354582,15.8115,-0.188101
-0.346187,0.360926,15.8021,-0.18639
-0.327831,0.367123,15.7929,-0.184679
-0.309172,0.373179,15.7838,-0.18297
-0.290217,0.379098,15.7747,-0.181261
-0.270973,0.384887,15.7657,-0.179552
-0.251445,0.390551,15.7568,-0.177842
-0.23164,0.396097,15.748,-0.17613
-0.211564,0.401532,15.7393,-0.174415
-0.191221,0.406864,15.7307,-0.172697
-0.170616,0.4121,15.7221,-0.170976
-0.149753,0.417248,15.7137,-0.16925
-0.128637,0.422318,15.7053,-0.167519
-0.107271,0.427319,15.697,-0.165782
-0.0856583,0.43226,15.6888,-0.164039
-0.0638007,0.437152,15.6807,-0.162289
-0.0417005,0.442005,15.6727,-0.160531
-0.019359,0.446829,15.6647,-0.158765
0.00322284,0.451637,15.6569,-0.156989
0.0260448,0.456439,15.6491,-0.155205
0.0491072,0.461248,15.6414,-0.15341
0.0724111,0.466076,15.6339,-0.151605
0.0959578,0.470936,15.6264,-0.149789
0.11975,0.475839,15.619,-0.147962
0.14379,0.4808,15.6117,-0.146123
0.168081,0.485831,15.6044,-0.144271
0.192629,0.490946,15.5973,-0.142406
0.217437,0.496157,15.5903,-0.140529
0.24251,0.501478,15.5834,-0.138638
0.267857,0.506921,15.5765,-0.136734
0.293481,0.512498,15.5698,-0.134817
0.319392,0.51822,15.5631,-0.132885
0.345597,0.524097,15.5566,-0.13094
0.372104,0.530139,15.5502,-0.128981
0.398922,0.53635,15.5438,-0.127008
0.426059,0.542735,15.5375,-0.125022
0.453523,0.549294,15.5314,-0.123023
0.481324,0.556024,15.5253,-0.121011
0.50947,0.562915,15.5194,-0.118987
0.537968,0.569951,15.5136,-0.11695
0.566823,0.577109,15.5078,-0.114903
0.596041,0.584357,15.5022,-0.112845
0.625623,0.591651,15.4966,-0.110777
0.65557,0.598936,15.4912,-0.108701
0.685877,0.606142,15.4859,-0.106617
0.716537,0.613187,15.4806,-0.104526
0.747535,0.619973,15.4755,-0.10243
0.778855,0.62639,15.4705,-0.100331
0.810471,0.632314,15.4656,-0.0982297
0.842351,0.637614,15.4608,-0.096128
0.874459,0.642159,15.4561,-0.0940277
0.90675,0.645818,15.4515,-0.091931
0.939174,0.648476,15.447,-0.0898398
0.971676,0.650035,15.4426,-0.0877566
1.0042,0.650429,15.4383,-0.0856838
1.03668,0.649623,15.4341,-0.0836238
1.06906,0.64762,15.4301,-0.0815795
1.10128,0.644461,15.4261,-0.0795537
1.13329,0.64022,15.4222,-0.0775493
1.16504,0.634999,15.4184,-0.0755696
1.19649,0.628919,15.4147,-0.0736177
1.2276,0.622113,15.4112,-0.071697
1.25833,0.614718,15.4077,-0.0698111
1.28867,0.606866,15.4043,-0.0679636
1.31861,0.598683,15.401,-0.0661581
1.34812,0.590281,15.3977,-0.0643986
1.37721,0.581759,15.3946,-0.0626888
1.40587,0.573201,15.3916,-0.0610329
1.4341,0.564677,15.3886,-0.0594348
1.46192,0.556243,15.3857,-0.0578986
1.48931,0.547945,15.3829,-0.0564285
1.5163,0.539816,15.3801,-0.0550286
1.5429,0.531883,15.3774,-0.053703
1.56911,0.524163,15.3748,-0.052456
1.59494,0.516669,15.3722,-0.0512915
1.62041,0.509407,15.3697,-0.0502138
1.64553,0.502381,15.3673,-0.0492267
1.67031,0.495591,15.3649,-0.0483342
1.69476,0.489034,15.3625,-0.0475402
1.7189,0.482707,15.3601,-0.0468484
1.74273,0.476603,15.3578,-0.0462622
1.76626,0.470718,15.3555,-0.0457851
1.78951,0.465043,15.3533,-0.0454203
1.81249,0.459571,15.351,-0.0451709
1.83521,0.454295,15.3488,-0.0450396
1.85767,0.449206,15.3465,-0.045029
1.87988,0.444298,15.3442,-0.0451416
1.90186,0.439562,15.342,-0.0453792
1.92361,0.434992,15.3397,-0.0457437
1.94514,0.430579,15.3374,-0.0462367
1.96646,0.426318,15.335,-0.0468592
1.98757,0.4222,15.3327,-0.0476122
2.00848,0.418221,15.3302,-0.0484962
2.0292,0.414373,15.3278,-0.0495114
2.04973,0.410651,15.3252,-0.0506577
2.07008,0.40705,15.3226,-0.0519347
2.09026,0.403563,15.32,-0.0533416
2.11027,0.400186,15.3172,-0.0548772
2.13011,0.396915,15.3144,-0.05654
2.1498,0.393744,15.3115,-0.0583284
2.16933,0.390669,15.3085,-0.06024
2.18872,0.387686,15.3053,-0.0622726
2.20796,0.384792,15.3021,-0.0644234
2.22706,0.381982,15.2988,-0.0666894
2.24602,0.379254,15.2953,-0.0690673
2.26485,0.376603,15.2918,-0.0715536
2.28355,0.374028,15.288,-0.0741445
2.30213,0.371524,15.2842,-0.0768359
2.32058,0.369089,15.2802,-0.0796238
2.33892,0.36672,15.2761,-0.0825038
2.35714,0.364416,15.2718,-0.0854714
2.37525,0.362173,15.2674,-0.088522
2.39325,0.359989,15.2628,-0.0916509
2.41114,0.357862,15.2581,-0.0948532
2.42893,0.35579,15.2532,-0.0981243
2.44662,0.353772,15.2481,-0.101459
2.46421,0.351804,15.2429,-0.104853
2.4817,0.349887,15.2374,-0.108301
2.4991,0.348017,15.2318,-0.111798
2.51641,0.346193,15.2261,-0.11534
2.53363,0.344414,15.2201,-0.118923
2.55077,0.342679,15.214,-0.12254
2.56782,0.340986,15.2077,-0.126189
2.58478,0.339333,15.2012,-0.129865
2.60167,0.33772,15.1945,-0.133564
2.61848,0.336145,15.1877,-0.137282
2.63521,0.334607,15.1806,-0.141016
2.65186,0.333105,15.1734,-0.144761
2.66844,0.331638,15.1659,-0.148514
2.68495,0.330205,15.1583,-0.152273
2.70139,0.328805,15.1505,-0.156035
2.71777,0.327437,15.1425,-0.159797
2.73407,0.326101,15.1344,-0.163555
2.75031,0.324795,15.126,-0.16731
2.76649,0.323518,15.1174,-0.171057
2.7826,0.32227,15.1087,-0.174796
2.79865,0.321051,15.0998,-0.178525
2.81465,0.319858,15.0907,-0.182242
2.83058,0.318692,15.0814,-0.185947
2.84646,0.317552,15.0719,-0.189638
2.86228,0.316437,15.0622,-0.193316
2.87805,0.315347,15.0524,-0.196978
2.89376,0.314281,15.0423,-0.200626
2.90942,0.313237,15.0321,-0.204258
2.92503,0.312217,15.0217,-0.207876
2.9406,0.311219,15.0112,-0.211479
2.95611,0.310242,15.0004,-0.215067
2.97157,0.309287,14.9895,-0.218641
2.98699,0.308352,14.9784,-0.222203
3.00236,0.307437,14.9671,-0.225752
3.01769,0.306541,14.9556,-0.22929
3.03297,0.305665,14.944,-0.232818
3.04821,0.304807,14.9322,-0.236337
3.06341,0.303966,14.9202,-0.239849
3.07857,0.303144,14.908,-0.243355
3.09368,0.302338,14.8957,-0.246857
3.10876,0.301549,14.8831,-0.250357
3.1238,0.300777,14.8704,-0.253857
3.1388,0.30002,14.8576,-0.257358
3.15377,0.299278,14.8445,-0.260864
3.16869,0.298552,14.8313,-0.264376
3.18358,0.29784,14.8179,-0.267896
3.19844,0.297142,14.8043,-0.271427
3.21326,0.296459,14.7906,-0.274973
3.22805,0.295789,14.7767,-0.278535
3.24281,0.295132,14.7626,-0.282116
3.25754,0.294489,14.7483,-0.28572
3.27223,0.293858,14.7338,-0.28935
3.28689,0.29324,14.7192,-0.293009
3.30152,0.292635,14.7043,-0.2967
3.31612,0.292042,14.6893,-0.300427
3.3307,0.291462,14.6741,-0.304194
3.34524,0.290893,14.6587,-0.308005
3.35976,0.290337,14.6431,-0.311863
3.37425,0.289793,14.6273,-0.315774
3.38871,0.289262,14.6113,-0.319741
3.40315,0.288743,14.5951,-0.32377
3.41756,0.288238,14.5787,-0.327864
3.43195,0.287745,14.5621,-0.33203
3.44631,0.287266,14.5453,-0.336272
3.46065,0.2868,14.5283,-0.340596
3.47497,0.28635,14.511,-0.345009
3.48926,0.285914,14.4936,-0.349516
3.50354,0.285494,14.4759,-0.354123
3.51779,0.285091,14.4579,-0.358838
3.53203,0.284704,14.4397,-0.363668
3.54625,0.284337,14.4213,-0.368619
3.56045,0.283988,14.4026,-0.373701
3.57463,0.28366,14.3837,-0.378921
3.5888,0.283354,14.3645,-0.384287
3.60295,0.283071,14.345,-0.389808
3.61709,0.282812,14.3252,-0.395495
3.63122,0.282579,14.3051,-0.401355
3.64534,0.282373,14.2848,-0.4074
3.65945,0.282196,14.2641,-0.413639
3.67355,0.282049,14.2431,-0.420082
3.68765,0.281935,14.2217,-0.42674
3.70174,0.281854,14.2001,-0.433624
3.71583,0.281809,14.178,-0.440742
3.72992,0.281802,14.1556,-0.448105
3.74401,0.281833,14.1328,-0.455721
3.75811,0.281905,14.1096,-0.463598
3.77221,0.282019,14.0861,-0.471741
3.78632,0.282178,14.0621,-0.480153
3.80044,0.282382,14.0376,-0.488834
3.81457,0.282634,14.0127,-0.497779
3.82871,0.282935,13.9874,-0.506977
3.84288,0.283286,13.9616,-0.516412
3.85706,0.283688,13.9353,-0.526055
3.87127,0.284144,13.9085,-0.53587
3.8855,0.284653,13.8812,-0.545804
3.89976,0.285218,13.8534,-0.555791
3.91406,0.285838,13.8251,-0.565744
3.92838,0.286516,13.7963,-0.575558
3.94274,0.287252,13.7671,-0.585107
3.95715,0.288046,13.7373,-0.594241
3.97159,0.288899,13.7072,-0.602793
3.98608,0.289812,13.6767,-0.610583
4.00062,0.290785,13.6458,-0.617424
4.01521,0.291819,13.6147,-0.62313
4.02986,0.292914,13.5833,-0.627538
4.04456,0.29407,13.5517,-0.630511
4.05933,0.295288,13.5202,-0.631961
4.07415,0.296568,13.4886,-0.631852
4.08905,0.29791,13.457,-0.630207
4.10401,0.299314,13.4257,-0.627106
4.11905,0.300781,13.3946,-0.62268
4.13417,0.302312,13.3637,-0.617097
4.14936,0.303906,13.3332,-0.610547
4.16464,0.305564,13.303,-0.60323
4.18001,0.307287,13.2732,-0.595342
4.19546,0.309075,13.2439,-0.587064
4.21101,0.310929,13.215,-0.578558
4.22665,0.312849,13.1865,-0.569963
4.24239,0.314838,13.1584,-0.561395
4.25824,0.316895,13.1308,-0.552944
4.27419,0.319022,13.1035,-0.544683
4.29025,0.321221,13.0767,-0.536663
4.30642,0.323493,13.0502,-0.528924
4.32272,0.325839,13.0242,-0.52149
4.33913,0.328262,12.9984,-0.514375
4.35567,0.330763,12.9731,-0.507587
4.37233,0.333345,12.948,-0.501125
4.38913,0.336011,12.9233,-0.494987
4.40607,0.338763,12.8988,-0.489162
4.42315,0.341604,12.8746,-0.483643
4.44038,0.344538,12.8507,-0.478415
4.45776,0.347568,12.827,-0.473465
4.47529,0.350698,12.8036,-0.46878
4.49299,0.353933,12.7804,-0.464344
4.51085,0.357276,12.7574,-0.460143
4.52889,0.360733,12.7346,-0.456162
4.54711,0.364308,12.7119,-0.452385
4.56551,0.368009,12.6895,-0.448798
4.5841,0.371841,12.6672,-0.445388
4.60289,0.37581,12.6451,-0.442139
4.62189,0.379924,12.6232,-0.43904
4.64109,0.384191,12.6014,-0.436075
4.66053,0.388619,12.5797,-0.433233
4.68019,0.393218,12.5582,-0.430501
4.70009,0.397997,12.5368,-0.427867
4.72023,0.402967,12.5155,-0.42532
4.74064,0.408139,12.4944,-0.422847
4.76132,0.413527,12.4734,-0.420438
4.78228,0.419143,12.4524,-0.418081
4.80353,0.425002,12.4317,-0.415767
4.82508,0.43112,12.411,-0.413485
4.84696,0.437514,12.3904,-0.411225
4.86917,0.444204,12.37,-0.408977
4.89173,0.451208,12.3496,-0.406731
4.91466,0.45855,12.3294,-0.404479
4.93797,0.466252,12.3093,-0.40221
4.96168,0.474341,12.2893,-0.399917
4.98583,0.482843,12.2694,-0.39759
5.01042,0.491789,12.2497,-0.395221
5.03548,0.50121,12.23,-0.392801
5.06103,0.511141,12.2105,-0.390323
5.08711,0.521616,12.1911,-0.387779
5.11375,0.532674,12.1719,-0.38516
5.14097,0.544353,12.1527,-0.382461
5.1688,0.556692,12.1338,-0.379672
5.19729,0.569728,12.1149,-0.376788
5.22646,0.583497,12.0962,-0.373802
5.25636,0.598028,12.0777,-0.370706
5.28703,0.613341,12.0593,-0.367496
5.3185,0.62944,12.0411,-0.364165
5.35082,0.646307,12.0231,-0.360708
5.38401,0.66389,12.0052,-0.357119
5.41812,0.682093,11.9875,-0.353393
5.45316,0.700757,11.9701,-0.349525
5.48914,0.719641,11.9528,-0.345512
5.52606,0.738409,11.9357,-0.341348
5.56389,0.756608,11.9189,-0.337032
5.60257,0.773664,11.9023,-0.332558
5.64202,0.788898,11.8859,-0.327924
5.6821,0.801568,11.8697,-0.323128
5.72264,0.81094,11.8538,-0.318167
5.76346,0.816395,11.8381,-0.31304
5.80434,0.817534,11.8228,-0.307744
5.84505,0.814265,11.8076,-0.302279
5.88539,0.806823,11.7928,-0.296645
5.92518,0.79573,11.7783,-0.290839
5.96426,0.7817,11.764,-0.284864
6.00254,0.765521,11.7501,-0.278718
6.03994,0.74796,11.7365,-0.272403
6.07642,0.729687,11.7232,-0.265919
6.11199,0.711248,11.7102,-0.259268
6.14664,0.693054,11.6976,-0.252452
6.18041,0.675399,11.6853,-0.245472
6.21333,0.658478,11.6734,-0.238332
6.24545,0.64241,11.6618,-0.231032
6.27682,0.627256,11.6507,-0.223576
6.30747,0.613037,11.6399,-0.215967
6.33745,0.599747,11.6295,-0.208209
6.36682,0.587361,11.6194,-0.200303
6.39561,0.575842,11.6098,-0.192255
6.42387,0.56515,11.6006,-0.184067
6.45163,0.555239,11.5918,-0.175743
6.47894,0.546063,11.5835,-0.167286
6.50582,0.537577,11.5755,-0.158701
6.5323,0.529739,11.568,-0.149992
6.55843,0.522506,11.561,-0.141161
6.58422,0.515841,11.5544,-0.132212
6.60971,0.509707,11.5482,-0.123149
6.63491,0.504072,11.5425,-0.113976
6.65985,0.498903,11.5373,-0.104695
6.68456,0.494174,11.5325,-0.0953097
6.70906,0.489856,11.5282,-0.0858223
6.73335,0.485926,11.5244,-0.0762355
6.75747,0.482361,11.5211,-0.0665513
6.78143,0.47914,11.5182,-0.0567715
6.80524,0.476244,11.5159,-0.0468976
6.82892,0.473655,11.514,-0.0369305
6.85249,0.471356,11.5127,-0.0268708
6.87596,0.469331,11.5119,-0.0167184
6.89934,0.467566,11.5115,-0.006473
6.92264,0.466046,11.5117,0.00386644
6.94588,0.464758,11.5125,0.0143015
6.96906,0.463691,11.5137,0.0248342
6.9922,0.462832,11.5155,0.0354674
7.01531,0.462171,11.5178,0.0462044
7.03839,0.461695,11.5206,0.0570493
7.06146,0.461396,11.524,0.0680067
7.08453,0.461262,11.528,0.079082
7.10759,0.461284,11.5325,0.0902812
7.13066,0.461452,11.5376,0.101611
7.15375,0.461757,11.5432,0.113078
7.17686,0.46219,11.5495,0.124691
7.2,0.462742,11.5563,0.136457
7.22317,0.463403,11.5637,0.148385
7.24638,0.464166,11.5717,0.160484
7.26963,0.46502,11.5804,0.172763
7.29293,0.465957,11.5896,0.185229
7.31627,0.466969,11.5995,0.19789
7.33968,0.468047,11.6101,0.210753
7.36314,0.469182,11.6213,0.223821
7.38665,0.470366,11.6331,0.237096
7.41023,0.47159,11.6456,0.250576
7.43388,0.472845,11.6589,0.264253
7.45758,0.474123,11.6728,0.278113
7.48135,0.475415,11.6874,0.292131
7.50519,0.476714,11.7027,0.306273
7.52909,0.478011,11.7187,0.320488
7.55305,0.479297,11.7354,0.334711
7.57708,0.480565,11.7529,0.348852
7.60117,0.481807,11.771,0.362797
7.62532,0.483015,11.7898,0.376407
7.64953,0.484182,11.8093,0.38951
7.6738,0.485301,11.8294,0.401905
7.69811,0.486364,11.8501,0.413365
7.72248,0.487365,11.8713,0.423643
7.7469,0.488297,11.8929,0.432484
7.77136,0.489155,11.9149,0.43964
7.79585,0.489933,11.9371,0.444894
7.82038,0.490625,11.9595,0.448075
7.84494,0.491227,11.982,0.449085
7.86953,0.491734,12.0044,0.447905
7.89414,0.492142,12.0266,0.444602
7.91876,0.492447,12.0486,0.439321
7.94339,0.492646,12.0702,0.432273
7.96803,0.492737,12.0914,0.423712
7.99267,0.492717,12.1121,0.413913
8.0173,0.492584,12.1322,0.403151
8.04191,0.492337,12.1518,0.391688
8.06651,0.491975,12.1708,0.379755
8.09109,0.491497,12.1892,0.367557
8.11563,0.490903,12.2069,0.355259
8.14014,0.490193,12.2241,0.342997
8.16461,0.489368,12.2406,0.330877
8.18903,0.488429,12.2566,0.318978
8.2134,0.487377,12.2719,0.307357
8.23771,0.486213,12.2867,0.296056
8.26196,0.48494,12.301,0.285101
8.28614,0.483559,12.3147,0.274506
8.31024,0.482073,12.3279,0.26428
8.33426,0.480485,12.3407,0.254422
8.3582,0.478796,12.3529,0.244929
8.38206,0.47701,12.3647,0.235794
8.40581,0.47513,12.376,0.227008
8.42947,0.473158,12.387,0.218559
8.45302,0.471098,12.3975,0.210436
8.47647,0.468953,12.4076,0.202627
